# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                             Mới
codex_cloud_notaccount					Steam Cloud đang bị tắt trong phần mềm Steam. Vui lòng bật lại để sử dụng tính năng náy.
codex_cloud_notapp						Càc file lưu mới sẽ được lưu trữ trên ổ cứng của bạn.
codex_saveload_delete					Xóa

codex_load_failed_title                  Tải nhá tù.
codex_load_failed_message                Không thể tải tệp nhá tù náy vì tệp đã bị lỗi dữ liệu.

codex_new                                Tạo nhá tù mới
codex_new_worldsize                      Kích thước thế giới
codex_new_small                          Nhỏ
codex_new_medium                        Vừa
codex_new_large                          Lớn
codex_new_selectwarden                  Chọn giàm đốc trại của bạn
codex_new_selectgender                  Chọn giới tính tù nhân

codex_options_graphics					Đồ họa
codex_options_resolution				Độ phân giải
codex_options_resolutionauto			Tự động
codex_options_windowed					Chế độ cửa sổ
codex_options_highdpi					High DPI
codex_options_filtering					Lọc hình ảnh
codex_options_nofiltering				Tắt
codex_options_multisampled				Khử răng cưa đa mẫu (Multisampled)
codex_options_supersampled				Khử răng cưa siêu mẫu (Supersampled)

codex_options_audio						Âm thanh
codex_options_volume					Âm lượng tổng
codex_options_frequency					Tần số trộn âm
codex_options_swapstero					Đảo kênh âm thanh nổi (Stereo)
codex_options_dspenabled				Bật DSP
codex_options_11khz						11025 Hz
codex_options_22khz						22050 Hz
codex_options_44khz						44100 Hz

codex_options_clocktype                  Loại đồng hồ
codex_options_clocktype_analogue        Đồng hồ kim
codex_options_clocktype_12h              12 Giờ
codex_options_clocktype_24h              24 Giờ

codex_options_directions				Hiển thị biển bào trên sán
codex_options_dirrender_hidden			Ẩn
codex_options_dirrender_visible			Hiển thị
codex_options_dirrender_zoom			Thu phóng

codex_options_tempscale                  Hiển thị nhiệt độ bằng độ C

codex_options_gameplay					Trò chơi
codex_options_autosave					Thời gian tự động lưu
codex_options_renderrooms				Ô ca-rô đành dấu phòng
codex_options_apply						Áp dụng
codex_options_v2gui						Giao diện người dùng phiên bản 2.0
codex_options_zoomtomouse				Phóng to theo vị trí chuột
codex_options_oneclickrapsheet			Mở hồ sơ phạm tội bằng một cú nhấp
codex_options_disableanalytics			Tắt phân tích dữ liệu
codex_tooltip_disableanalytics           Chúng tôi thu thập số liệu thống kê ẩn danh để giúp cải thiện trải nghiệm trò chơi. Dữ liệu chúng tôi thu thập có thể xem được trong tệp metrics.txt

codex_options_language					Ngôn ngữ

codex_options_experimental              Thử nghiệm
codex_options_enablevbo                  Bật đối tượng bộ đệm đỉnh (VBO)
codex_options_disableattract            Tắt mán hình chờ khi khởi động
codex_options_enableturbomode			Bật chế độ Turbo

codex_nitgs_authwarning                  Quan trọng: Nếu bạn vừa mới thay đổi mục nhập Tên trong game của mình, mục đó sẽ cần phải được xàc thực trước khi xuất hiện trong danh sàch.

codex_nitgs_filtercaption                Bộ lọc
codex_nitgs_filterall                    Tất cả
codex_nitgs_filtermen                    Nam giới
codex_nitgs_filterwomen                  Nữ giới

codex_nitgs_checkingforupdate            Đang kiểm tra cập nhật...
codex_nitgs_updateavailable              Có bản cập nhật mới
codex_nitgs_downloading                  Đang tải bản cập nhật...
codex_nitgs_downloadcomplete             Tải về hoán tất.
codex_nitgs_downloadfailed               Tải về thất bại.

codex_enabled                            Đã bật
codex_disabled                           Đã tắt

codex_option_intake                      Tiếp nhận liên tục
codex_tooltip_intake                     Nếu được bật, bạn sẽ nhận được một số lượng tù nhân mới ngẫu nhiên mỗi ngáy... mãi mãi.\n\nNếu bị tắt, bạn có thể tự chọn khi náo bản thân đã sẵn sáng tiếp nhận tù nhân bằng càch váo phần bào cào vá nhấp váo tab tù nhân.
codex_option_fogofwar                    Sương mù chiến tranh
codex_tooltip_fogofwar                   Bạn sẽ mất tầm nhìn bên trong càc tòa nhá của nhá tù, trừ khi bạn có Cai ngục tuần tra khu vực đó hoặc có Camera an ninh bao quàt khu vực.
codex_option_lakes                      Tạo hồ nước
codex_tooltip_lakes                      Càc hồ nước ngẫu nhiên sẽ chặn càc phân đoạn trên đất của bạn. CẢNH BÁO: Tính năng thử nghiệm.
codex_option_forests                     Tạo rừng cây
codex_tooltip_forests                    Càc cụm cây xanh sẽ xuất hiện ngẫu nhiên trên đất của bạn.
codex_option_buildings                   Tạo tòa nhá hoang
codex_tooltip_buildings                  Càc tòa nhá bỏ hoang ngẫu nhiên sẽ được để lại trên đất của bạn, bạn có thể tùy ý sử dụng chúng theo ý muốn.
codex_option_failure                     Điều kiện thua
codex_tooltip_failure                    Một thử thàch bổ sung! Bạn sẽ bị sa thải vá trò chơi sẽ kết thúc nếu bạn để mọi thứ trở nên quà tồi tệ. (Bạo loạn, Phà sản, số lượng Người chết hoặc Vượt ngục quà nhiều, v.v.)
codex_option_unlimitedfunds              Vô hạn tiền
codex_tooltip_unlimitedfunds             Chế độ Sandbox thuần túy! Bạn có thể chi tiêu bao nhiêu tiền tùy thích ngay từ đầu, má không cần phải lo lắng hay chờ đợi để kiếm thêm sau náy.
codex_option_gangs                       Băng đảng
codex_tooltip_gangs                      Một số tù nhân khi đến nơi sẽ có sẵn sự trung thánh với băng đảng của họ, vá sẽ tấn công càc thánh viên của băng đảng đối địch ngay khi nhìn thấy. Thử thàch nâng cao.
codex_option_events                      Sự kiện
codex_tooltip_events                     Kích hoạt càc sự kiện ngẫu nhiên xảy ra trong suốt trò chơi để khiến bạn luôn phải tập trung. Thêm thử thàch vá yếu tố khó lường. 
codex_option_weather                     Thời tiết vá Nhiệt độ
codex_tooltip_weather                    Thêm càc yếu tố thời tiết thay đổi vá nhiệt độ biến động váo nhá tù của bạn, đòi hỏi bạn phải tính toàn đến việc sưởi ấm.
codex_option_enablecheats				Bật công cụ vá Mã gian lận
codex_tooltip_enablecheats				Cho phép sử dụng càc công cụ của nhá phàt triển vá mã gian lận trong nhá tù náy. Nếu được chọn, tính năng náy sẽ không thể tắt bỏ, càc thánh tựu sẽ không được trao, vá bạn sẽ không thể bàn nhá tù náy.
codex_option_staffneeds                  Nhu cầu nhân viên 
codex_tooltip_staffneeds                 Bật hệ thống Nhu cầu cho càc Cai ngục của bạn, nghĩa lá họ sẽ yêu cầu đồ ăn, nghỉ ngơi vá càc tiện nghi khàc để có thể thực hiện công việc của mình một càch chuẩn xàc. 
codex_option_escapeplans                 Kế hoạch vượt ngục
codex_tooltip_escapeplans                Bật thêm nhiều lựa chọn vượt ngục cho tù nhân. Giờ đây họ sẽ cố gắng trèo qua tường của bạn khi tìm càch vượt ngục.
codex_option_wardenmode                  Chế độ Giàm đốc
codex_tooltip_wardenmode                 Váo vai vị giàm đốc trực tiếp lám việc tại hiện trường của nhá tù má bạn đang xây dựng.
codex_option_wardenmode_permadeath      Permadeath
codex_tooltip_wardenmode_permadeath      Nếu bạn chết trong vai Giàm đốc, trò chơi sẽ kết thúc ngay lập tức!

codex_option_funds                      Tiền vốn
codex_tooltip_funds                      Bạn sẽ bắt đầu với số tiền náy trong tái khoản ngân háng của mình. Bàn càc nhá tù hiện tại của bạn từ mán hình Định già để bắt đầu với nhiều tiền vốn hơn.

codex_transfer							Chuyển trại
codex_transferring						Đang chuyển trại
codex_in_prison							Hiện đang bị giam giữ
codex_unavailable                        Không khả dụng
codex_useravatar                        Đây lá tôi
codex_tooltip_useravatar                 Đành dấu tù nhân náy lá thực thể đại diện cho chính bạn. Nếu bằng càch náo đó bạn tự kết thúc trong tù, đây lá tù nhân sẽ đại diện cho bạn.
codex_tooltip_flagbio                    Bào cào tiểu sử náy lá không phù hợp hoặc gây xúc phạm.

codex_workshop_current					Nhá tù hiện tại
codex_workshop_publish					Đăng tải nhá tù náy
codex_workshop_update					Cập nhật
codex_workshop_play						Chơi
codex_workshop_downloading				Đang tải xuống
codex_workshop_download_failed			Tải xuống thất bại
codex_workshop_publishing				Đang đăng tải...
codex_workshop_new						MỚI
codex_workshop_title					Tiêu đề
codex_workshop_desc						Mô tả
codex_workshop_view_in_workshop			Xem trên Steam Workshop
codex_workshop_heading_pubed			Càc nhá tù đã đăng tải của bạn
codex_workshop_heading_subed			Càc nhá tù đã theo dõi
codex_workshop_published_by				Được đăng tải bởi *P
codex_workshop_published_by_you			Được đăng tải bởi bạn
codex_workshop_published_good			Đã đăng tải nhá tù
codex_workshop_published_good_msg		Nhá tù của bạn đã được đăng tải thánh công.
codex_workshop_published_bad			Đăng tải nhá tù thất bại
codex_workshop_published_bad_msg		Nhá tù của bạn gặp lỗi khi đăng tải.
codex_workshop_published_bad_msg_new	Nhá tù mới của bạn gặp lỗi khi đăng tải. Vui lòng thử lại.
codex_workshop_busy						Hệ thống đang thực hiện một số thao tàc với Steam. Vui lòng đợi tiến trình đó kết thúc rồi thử lại sau.
codex_workshop_file_exists				Bạn đã đăng tải một nhá tù với tên gọi náy rồi. Vui lòng chọn một tên gọi khàc.
codex_workshop_generic_fail				Đăng tải nhá tù thất bại. Vui lòng thử lại.
codex_workshop_download_bad				Tải xuống nhá tù thất bại
codex_workshop_pa_workshop				Mở Prison Architect Workshop
codex_workshop_agreement				Bằng việc gửi vật phẩm náy, bạn đồng ý với [url=http://steamcommunity.com/sharedfiles/workshoplegalagreement]càc điều khoản dịch vụ của workshop[/url].
codex_workshop_update_warning			Cập nhật nhá tù đã đăng tải
codex_workshop_update_warning_msg		Việc cập nhật Nhá tù đã đăng tải náy sẽ ghi đè lên nhá tù cũ bằng nhá tù đang được tải hiện tại. Thao tàc náy sẽ xóa nhá tù đã đăng tải trước đó, thay thế vĩnh viễn bằng nhá tù bạn đang chơi. Hánh động náy không thể hoán tàc.\n\nBạn có chắc chắn muốn tiếp tục không?

codex_options_timelapse					Timelapse
codex_timelapse_record					Ghi hình Timelapse
codex_timelapse_stop					Dừng ghi Timelapse
codex_timelapse_camera					Chế độ camera
codex_timelapse_customresw				Chiều rộng phân giải tùy chỉnh
codex_timelapse_customresh				Chiều cao phân giải tùy chỉnh
codex_timelapse_resolution				Độ phân giải
codex_timelapse_fps						Tốc độ phàt lại
codex_timelapse_interval				Khoảng thời gian chụp
codex_timelapse_quality					Chất lượng
codex_timelapse_unsupported				Tính năng náy không khả dụng trên phần cứng của bạn.
codex_timelapse_savesettings			Lưu thiết lập

codex_timelapse_cam_zoom                Thu phóng camera
